title,rating,stars
人民的名义,8.3分,"陆毅,柯蓝,张丰毅,吴刚"
武林外传,9.5分,"闫妮,姚晨,沙溢,喻恩泰,姜超,倪虹洁,王莎莎,范明,肖剑,于娟,张歆艺,张青,吴明鸿,张少华,霍曼迪,黄小蕾,徐贤海,梁振亚,刘亚津,郑美林,王磊,俞白眉,王庆,刘向东,全权,刘旭,张跃,甄麦娟,刘敏,蒋卉,唐静,娄茗,沈怀玲,杨树泉,曾惠,王彦波,王修浩,裴庆臣,胡宁芳,洪剑涛,田玲,宁财神,程娇娥,王超,许可,唐浚,王向明,陈铮,吴京安,安佰平,李业勇,柳长海,邓峰,齐俊生,帅华生,郭振营,马爱国,马怀平,毛孩,周炜,林永健,朱龙广,张滨,赵金鼎,王红波,刘惠,商子见,张茜,李明辉,许翔宇,李景琛,"
琅琊榜,9.3分,"胡歌,刘涛,王凯,陈龙,黄维德,靳东,高鑫,张棪琰,张龄心,王鸥,周奇奇,吴磊,张晓谦,郑毓芝,丁勇岱,王劲松,刘奕君,刘敏涛,程枫,郭晓然,匡牧野,陈丽娜,宁文彤,杨雨婷,谭希和,方晓莉,张哲瀚,钟卫华,张雨剑,乔欣,王永泉,魏伟,王宏,赵一龙,卢杉,刘冠霖"
百集聊斋之人鬼情缘,8.4分,"刘敏涛,刘奕君,张子健"
终极谍匪,6.0分,"吴樾,章杰,海天,许毛毛,黄力"
乱世桃花,6.4分,"俞飞鸿,吴孟达,吴京,马雅舒,叮当,卓凡,周野芒,秦焰,韩童生,邵峰,鲍国安,翁家明,黄达亮,聂雅亮,戚跡"
我把社长解锁了,7.0分,蔡钟协 / 徐恩秀 / 朴成雄
风吹半夏,8.8分,"赵丽颖,欧豪,李光洁,刘威,柯蓝,任重,冯嘉怡,王劲松,刘威葳,孙千,黄澄澄,是安,宋熹,王西,黄义威,尤靖茹,林鹏,郝平"
金大班,6.5分,"范冰冰,周渝民,方中信,黄少祺,范文芳,秦沛"
XGirl,5.7分,"周秀娜,张经伟,李昕岳,王茗"
武十郎,7.2分,"杨千嬅,霍建华,白冰冰,胡宇威,张国立,张萌,柏雪,贾乃亮,李依晓,蔡晶,张翊生,何洁,许颂,董志华,张春仲,方舟波,莫美林,张宇,刘东,蔡纲"
休想行刺本王小姐,6.0分,"骆诗琪,易恒,艾泓辰,荣耀,王子铭,九万,马丽亚"
小时代2014,6.0分,"何润东,陈意涵,江铠同,乔任梁,李易峰,陈匡怡,徐冬梅,徐越,巫迪文,姚奕辰,金世佳,杨洋,陈学冬"
悬崖下的妻子,7.0分,"秦奋,王梓薇,王建新,张新童,陈禹铭,顾珂嘉,吴心洲"
陈赓大将,8分,"侯勇,郭柯宇,杨雨婷,王霙,刘劲,黄薇,钟鑫培,胡亚捷"
大醉侠,6.7分,"赵文卓,杨恭如,莫少聪,杨若兮,贾一平,梁静,董晓燕,李勇勇,于月仙,叮当"
江山风雨情,8.1分,"李强,张澜澜,刘威,李丁,陈道明,陈宝国,王刚,王绘春,牛莉"
紧急追捕,6.0分,"陈小艺,韩青,申军谊,齐志,王伟光,章劼,方子哥,董子武"
黄土女女,8.0分,",李欣凌,赵毅,孙玮,杜宁林,郭虹,鲍大志,倪土"
苍天有泪,7.4分,"朱茵,焦恩俊,蒋勤勤,庹宗华,刘德凯,陈明真,邓婕,岳耀利(废除),陈昭荣,韩振华"
前门楼子九丈九,7.4分,"刘敏涛,李诚儒,于震,许还幻,刘桦,杜旭东"
王保长新传,8分,"李保田,刘亚津,侯继林,何音"
别和陌生人跳舞,6.4分,"温峥嵘,何政军,姚刚,李婷"
东方朔,7.5分,"程前,靳东,胡可,秦海璐,胡亚捷,倪土,陶慧敏,韩静如,于小伟,张龄心,贺生伟,王澜,刘希媛,任天野,刘晶晶,马文忠,俞瞳,谢宁,巴宁"
巡城御史鬼难缠,8.7分,"李保田,傅艺伟,马恩然,魏小军"
凤在江湖,6.9分,"赵鸿飞,戴娇倩,曹颖"
我的糟糠之妻,6.5分,"陈小艺,孙淳,胡可,严敏裘,关晓彤,郝泽嘉"
布衣知县梵如花,6.1分,"张国立,张铁林,刘孜,王绘春,邓婕"
雪琉璃,7.0分,"邢佳栋,朱亚文,吴祯"
聊斋先生,6.8分,"张铁林,常远,王菁华,徐福来,胡小庭,张海燕"
镖门,7.0分,"霍建华,贾青,李健,王庆祥,倪大红,康凯,党浩予,刘一含,郭晓峰,尹铸胜"
封神英雄,3.9分,"陈键锋,李依晓,张迪,张明明"
龙门镖局,7.5分,"郭京飞,袁咏仪,李倩,张瑞涵,钱芳,刘冠麟,杨皓宇,傅家缘,雷佳音,姚晨,喻恩泰,黄晓明,陈晓,陆毅,佟大为,马天宇,焦俊艳,尹正,印小天,胡彦斌,元秋,晨阳,莫小奇,肖央,连凯,霍思燕,严屹宽,袁弘,保剑锋,王一楠,朱茵,徐洁儿,姚橹,苏东,李传缨,文清,熊乃瑾,付辛博,马苏,张子枫,黄龄,张一白,孔二狗,高群书,柯蓝,阿朵,甘露,练练,李佳航,翟煦飞,宁财神,张馨予,陈赫,杜淳,李晨,王学兵,王煜锋,陈德铭"
庆余年,7.9分,"张若昀,李沁,陈道明,吴刚,郭麒麟,李小冉,肖战,宋轶,于荣光,王阳,李纯,田雨,刘桦,于小伟"
家有儿女,8.8分,"宋丹丹,高亚麟,张一山,杨紫"
大宋提刑官,9.2分,"何冰,罗海琼,谢兰,王海燕,郭达,沈傲君,范伟,苗圃,杜志国,何政军,午马,严顺开,郭冬临,牛犇,凌峰,洪剑涛,雷恪生,艾丽娅,赵亮,岳丽娜,周舟"
士兵突击,9.3分,"陈思诚,王宝强,张译,李晨,段奕宏,邢佳栋,范雷,罗京民,王大治,高峰,张国强,李博,刘天佐,李泓良,李京,陈文波,李胜荣,曹克难,"
陈情令,7.9分,"肖战,王一博,孟子义"
后宫·甄嬛传,9.1分,"孙俪,陈建斌,蔡少芬,李东学"
亮剑,9.3分,"李幼斌,何政军,张光北,童蕾,孙俪,战卫华,陆彭,张桐,由力,王全有,张笑君,梁林琳,杨联春,车晓彤,陈艺戈,江水,宗利群,张伟,陈旺林,袁满,张国荣,董祁明,王炎冰,蔡小龙,徐雷智,田勇,郭苏星,田春山,荣钦,柴孛志,赵中华,李江,张建祥,孟耿成,陈增祺,寒丰,袁乃旗,韩建平,常玉平,那志东"
人民的名义,8.3分,"陆毅,柯蓝,张丰毅,吴刚"
武林外传,9.5分,"闫妮,姚晨,沙溢,喻恩泰,姜超,倪虹洁,王莎莎,范明,肖剑,于娟,张歆艺,张青,吴明鸿,张少华,霍曼迪,黄小蕾,徐贤海,梁振亚,刘亚津,郑美林,王磊,俞白眉,王庆,刘向东,全权,刘旭,张跃,甄麦娟,刘敏,蒋卉,唐静,娄茗,沈怀玲,杨树泉,曾惠,王彦波,王修浩,裴庆臣,胡宁芳,洪剑涛,田玲,宁财神,程娇娥,王超,许可,唐浚,王向明,陈铮,吴京安,安佰平,李业勇,柳长海,邓峰,齐俊生,帅华生,郭振营,马爱国,马怀平,毛孩,周炜,林永健,朱龙广,张滨,赵金鼎,王红波,刘惠,商子见,张茜,李明辉,许翔宇,李景琛,"
琅琊榜,9.3分,"胡歌,刘涛,王凯,陈龙,黄维德,靳东,高鑫,张棪琰,张龄心,王鸥,周奇奇,吴磊,张晓谦,郑毓芝,丁勇岱,王劲松,刘奕君,刘敏涛,程枫,郭晓然,匡牧野,陈丽娜,宁文彤,杨雨婷,谭希和,方晓莉,张哲瀚,钟卫华,张雨剑,乔欣,王永泉,魏伟,王宏,赵一龙,卢杉,刘冠霖"
九州·天空城2,7.0分,"徐正溪,王玉雯,李沐宸,代文雯,王子奇,柴格"
新女驸马,6.7分,"黄奕,乔振宇,王斑,阿斯茹,张明健,鲍蕾,舒畅,韩童生,王茂蕾,黄爱玲,林熙越,闾汉彪"
荣誉,8.5分,"程煜,于小慧,牛振华,石兆琪,姚安濂,倪土,于娜,刘佳,慕菁,崔维宁,杨立山,何瑜,黄力,梅莉那,游凌舒,毛玲萍,常小菱,杨本旺,张永生,石志杰,常哲涛,刘淑英,孙连久,赵成顺,于同云,张欣,林柯,马向阳,肖云飞,李杰"
龙年档案,9分,"张丰毅,潘雨辰,戈治均,谭希和,朱恒"
风雨中国心,8.0分,"何政军,池华琼"
我的丑娘,7.1分,"张少华,江宏恩,罗海琼,李勤勤,郑晓宁,刘佳佳,李颖,张海燕,王连生"
平凡的世界,8.6分,"佟丽娅,袁弘,王雷,李小萌"
纯真的年代,8.4分,"李亚鹏,应采儿,高虎"
北平战与和,7.2分,"刘劲,陈逸恒,李克俭,盖美"
从头再来,6.0分,"普超英,赵君,童正维,谢园,蒋竹青"
任长霞,7.6分,"刘佳,白凡,赵雍,任泽巍,李君峰,杨斯,李力持,曹彭,徐韬"
大马帮,8.5分,"章申,萧蔷,刘佩琦,张明健,宁静"
创业年代,7.0分,"冯绍峰,袁姗姗,乔振宇,潘之琳,公磊,董晴,戚九洲,李洪涛"
把酒问青天,8.0分,"于波,杨俊毅,徐怀钰"
小楼又东风,5.4分,"宋轶,严屹宽,朱梓骁,李欣聪,黄靖芯"
女法医JD粤语,7.0分,"蔡卓妍,张孝全,钟欣潼,关智斌,麦亨利,陈家乐,何珮瑜,罗家英,黄德斌,陶大宇"
福贵,9.5分,"陈创,刘敏涛,李丁,张鹰,温玉娟,张永健"
伪钞者之末路,6.3分,"吴优,李卓阳（演员）,郝平,宫海滨,王挺,张晨光,一真,郭东文,张蓓蓓,王菁,高煜霏"
父亲的身份,7.6分,"陈建斌,俞飞鸿,冯恩鹤,齐溪,曹卫宇,任帅"
爱的二八定律,8.8分,"杨幂,许凯,李泽锋,汤晶媚,王子璇,刘琳"
暖暖遇见你,6.0分,"漆昱辰,李歌洋,徐可,郁葱"
小五当官,5.5分,"文松,宋晓峰,杨树林,葛珊珊,蒋依杉"
缘来你是苏小姐,6.0分,"张楚文,希尔力,于尚煦,刘馨棋"
点燃我温暖你,8.8分,陈飞宇 / 张婧仪 / 赵志伟 / 曾可妮 / 崔雨鑫 / 钱迪迪 / 姜梓新 / 马可
岳母的幸福生活,6.3分,"王丽云,夏立薪,周显欣,柳岩,李勤勤,叶静"
初恋是榴莲先生,8.0分,"虞祎杰,王歆霆 ??"
危险爱人,8.0分,洪尧 / 赵圆圆 / 丁鹤 / 秦语 / 刘畅
哈儿传奇,6.0分,"张春,闾汉彪,姚扩,杨刚"
天下粮仓,8.2分,"王庆祥,王亚楠,杜雨露,聂远,王海燕,杜志国,李倩"
地藏王传奇,8.0分,"张鸿,徐幸"
庆余年,7.9分,"张若昀,李沁,陈道明,吴刚,郭麒麟,李小冉,肖战,宋轶,于荣光,王阳,李纯,田雨,刘桦,于小伟"
家有儿女,8.8分,"宋丹丹,高亚麟,张一山,杨紫"
大宋提刑官,9.2分,"何冰,罗海琼,谢兰,王海燕,郭达,沈傲君,范伟,苗圃,杜志国,何政军,午马,严顺开,郭冬临,牛犇,凌峰,洪剑涛,雷恪生,艾丽娅,赵亮,岳丽娜,周舟"
士兵突击,9.3分,"陈思诚,王宝强,张译,李晨,段奕宏,邢佳栋,范雷,罗京民,王大治,高峰,张国强,李博,刘天佐,李泓良,李京,陈文波,李胜荣,曹克难,"
陈情令,7.9分,"肖战,王一博,孟子义"
后宫·甄嬛传,9.1分,"孙俪,陈建斌,蔡少芬,李东学"
亮剑,9.3分,"李幼斌,何政军,张光北,童蕾,孙俪,战卫华,陆彭,张桐,由力,王全有,张笑君,梁林琳,杨联春,车晓彤,陈艺戈,江水,宗利群,张伟,陈旺林,袁满,张国荣,董祁明,王炎冰,蔡小龙,徐雷智,田勇,郭苏星,田春山,荣钦,柴孛志,赵中华,李江,张建祥,孟耿成,陈增祺,寒丰,袁乃旗,韩建平,常玉平,那志东"
人民的名义,8.3分,"陆毅,柯蓝,张丰毅,吴刚"
武林外传,9.5分,"闫妮,姚晨,沙溢,喻恩泰,姜超,倪虹洁,王莎莎,范明,肖剑,于娟,张歆艺,张青,吴明鸿,张少华,霍曼迪,黄小蕾,徐贤海,梁振亚,刘亚津,郑美林,王磊,俞白眉,王庆,刘向东,全权,刘旭,张跃,甄麦娟,刘敏,蒋卉,唐静,娄茗,沈怀玲,杨树泉,曾惠,王彦波,王修浩,裴庆臣,胡宁芳,洪剑涛,田玲,宁财神,程娇娥,王超,许可,唐浚,王向明,陈铮,吴京安,安佰平,李业勇,柳长海,邓峰,齐俊生,帅华生,郭振营,马爱国,马怀平,毛孩,周炜,林永健,朱龙广,张滨,赵金鼎,王红波,刘惠,商子见,张茜,李明辉,许翔宇,李景琛,"
琅琊榜,9.3分,"胡歌,刘涛,王凯,陈龙,黄维德,靳东,高鑫,张棪琰,张龄心,王鸥,周奇奇,吴磊,张晓谦,郑毓芝,丁勇岱,王劲松,刘奕君,刘敏涛,程枫,郭晓然,匡牧野,陈丽娜,宁文彤,杨雨婷,谭希和,方晓莉,张哲瀚,钟卫华,张雨剑,乔欣,王永泉,魏伟,王宏,赵一龙,卢杉,刘冠霖"
凌云壮志包青天,5.8分,"范冰冰,王学兵,王刚,陈宝国,尤勇智,吴庆哲"
悲情母子,7.1分,"江珊,靳东,师小红,范明,王雷,莫小棋"
聊斋喜剧系列,8.3分,"牛犇,黄浩义,候长荣,姚二嘎"
种啥得啥,7.0分,"郑昊,高榕,杜旭东,徐秀林,黄曼,程煜"
女人魂,7.0分,"杜旭东,吕亚萍,张冰"
半生缘,7.0分,"林心如,蒋勤勤,谭耀文,李立群,胡可,常铖,邢岷山,刘小锋,龚露,郑嘉昊,方舟波,郑蓉蓉,李志良,周笑莉,方圆,吕凉,丁丹妮,吴竞,张丹峰,王仕颖,王艺璇"
非常出击,7.0分,"汤镇宗,赵亮,郭达"
中国式离婚,7.9分,"陈道明,蒋雯丽,左小青,咏梅,贾一平,吕中"
继母后妈,6.5分,"王新军,谢兰,丁柳元"
中国刑警,7.0分,内详
上海一家人,6.0分,"李羚,何伟,谢园,曹翠芬"
特案A组,7.0分,"史戈,许毛毛"
点燃我，温暖你,8.1分,"陈飞宇,张婧仪,赵志伟,曾可妮,崔雨鑫,钱迪迪,姜梓新,马可"
铁齿铜牙纪晓岚2,7.9分,"张国立,王刚,张铁林,袁立"
朱元璋,6.0分,"胡军,剧雪,郑晓宁,鄂布斯,杨洪武,陈长海,包德磐"
铁齿铜牙纪晓岚4,7.6分,"张国立,王刚,张铁林,袁立,杨千嬅,闫妮"
铁齿铜牙纪晓岚,8.3分,"张国立,王刚,张铁林,袁立,赵敏芬"
铁齿铜牙纪晓岚3,7.3分,"张国立,王刚,张铁林,张庭,张春年,黄小蕾"
你好检察官,6.0分,"孙怡,张昊唯,朱雨辰,王维维,殷叶子,刘海蓝,陈靖可,乔骏达,张维娜"
出轨,6.5分,"刘之冰,潘雨辰,李琳,陈曦,廖京生"
东陵大盗,5.9分,"张耀扬,朱虹,赵峥"
红蜘蛛2,7.5分,"史兰芽,李颖,高宏亮,董勇,金亮,李婷"
罪域,7.3分,"姚刚,杜敏赫,白凡,范雨林,刘春祥,常亮,李鑫雨,吴旗,李丞峰,崔维宁,吴建,金柯,孙嘉,刘文凤,杨雅絮,李丹军,张钰,李小辉,钟时,邵建,贺镪,周学志,吴刚,莫诗旎,张文秀,齐家伟,丁峰,方延广,陈学刚,王华山,王青青,刘笑虹,来群,陶艺,刘淑清,钟伟嘉,王虎,李邦禹,徐莉琴,于昕冉"
妈妈为我嫁,5.7分,"郭珍霓,刘雪华,贺刚,符馨尹,陈冠霖"
八路军,6.4分,"王伍福,姚居德,刘劲,唐国强,郭连文,郑强"
大过年,8.3分,"徐帆,倪大红,邵兵,刘威"
突然心动,5.3分,"高曙光,陈小艺,梁爱琪,黄曼"
底牌,7.0分,"黄志忠,王庆祥"
和平卫士,8.0分,"柳云龙,王新军,朱琳"
不可饶恕,6.0分,"宋春丽,陈宝国,丁志城,朱雨辰,苏岩"
庆余年,7.9分,"张若昀,李沁,陈道明,吴刚,郭麒麟,李小冉,肖战,宋轶,于荣光,王阳,李纯,田雨,刘桦,于小伟"
家有儿女,8.8分,"宋丹丹,高亚麟,张一山,杨紫"
大宋提刑官,9.2分,"何冰,罗海琼,谢兰,王海燕,郭达,沈傲君,范伟,苗圃,杜志国,何政军,午马,严顺开,郭冬临,牛犇,凌峰,洪剑涛,雷恪生,艾丽娅,赵亮,岳丽娜,周舟"
士兵突击,9.3分,"陈思诚,王宝强,张译,李晨,段奕宏,邢佳栋,范雷,罗京民,王大治,高峰,张国强,李博,刘天佐,李泓良,李京,陈文波,李胜荣,曹克难,"
陈情令,7.9分,"肖战,王一博,孟子义"
后宫·甄嬛传,9.1分,"孙俪,陈建斌,蔡少芬,李东学"
亮剑,9.3分,"李幼斌,何政军,张光北,童蕾,孙俪,战卫华,陆彭,张桐,由力,王全有,张笑君,梁林琳,杨联春,车晓彤,陈艺戈,江水,宗利群,张伟,陈旺林,袁满,张国荣,董祁明,王炎冰,蔡小龙,徐雷智,田勇,郭苏星,田春山,荣钦,柴孛志,赵中华,李江,张建祥,孟耿成,陈增祺,寒丰,袁乃旗,韩建平,常玉平,那志东"
人民的名义,8.3分,"陆毅,柯蓝,张丰毅,吴刚"
武林外传,9.5分,"闫妮,姚晨,沙溢,喻恩泰,姜超,倪虹洁,王莎莎,范明,肖剑,于娟,张歆艺,张青,吴明鸿,张少华,霍曼迪,黄小蕾,徐贤海,梁振亚,刘亚津,郑美林,王磊,俞白眉,王庆,刘向东,全权,刘旭,张跃,甄麦娟,刘敏,蒋卉,唐静,娄茗,沈怀玲,杨树泉,曾惠,王彦波,王修浩,裴庆臣,胡宁芳,洪剑涛,田玲,宁财神,程娇娥,王超,许可,唐浚,王向明,陈铮,吴京安,安佰平,李业勇,柳长海,邓峰,齐俊生,帅华生,郭振营,马爱国,马怀平,毛孩,周炜,林永健,朱龙广,张滨,赵金鼎,王红波,刘惠,商子见,张茜,李明辉,许翔宇,李景琛,"
琅琊榜,9.3分,"胡歌,刘涛,王凯,陈龙,黄维德,靳东,高鑫,张棪琰,张龄心,王鸥,周奇奇,吴磊,张晓谦,郑毓芝,丁勇岱,王劲松,刘奕君,刘敏涛,程枫,郭晓然,匡牧野,陈丽娜,宁文彤,杨雨婷,谭希和,方晓莉,张哲瀚,钟卫华,张雨剑,乔欣,王永泉,魏伟,王宏,赵一龙,卢杉,刘冠霖"
功勋2007,6.0分,"柳云龙,李小冉,马精武,张蓓蓓"
春草,7.4分,"陶虹,奚美娟,王雷,何政军"
大汉口,6.0分,"王姬,杜淳,苏可"
刘老根2,7.5分,"赵本山,高秀敏,范伟,王娟,李静,张小飞,王小宝,郭铁城,王奕"
刘老根,7.4分,"赵本山,范伟,高秀敏,王娟,李静,张小飞,王小宝,郭铁城,王红梅"
刘老根4,8.0分,"赵本山,范伟,闫学晶,李静,宋小宝,王小宝,林更新,孙小飞,杨树林,程野,张小飞,贺美玲,赵珈萱,朱星澎,李戈,王娟,唐娜,陈昆仑,张洪溪,雷婷"
刘老根3,6.6分,"赵本山,范伟,闫学晶,李静,王娟,朱星澎,王小宝,张小飞,孙小飞,贺美玲,陈昆仑,张凯"
重返1993,7.0分,陈凯欣 厉蔺菲 张璇 李佳繁
恋爱湖畔日记,8.0分,"王子菲,董子凡,祖卡尔,戴丽哈"
我家娇妻不好惹,7.0分,"马倩倩,许诺言,李婧瑶,索菲,石玉凤"
我最爱的家人,7.0分,傅晶 / 杨铮 / 陶红 / 吴健 / 王挺 / 冯晖 / 王丽云 / 傅淼 / 黄勐 / 方芳 / 许瑶璇
开挖掘机怎么啦,7.0分,"虞朗,王佳璇"
我的危险夫君,8.0分,李启歌 杨晓婷 王翰闻
重庆谍战,7.2分,"卢卓婕,山鹰,刘小锋,王瀚"
天使行动,7.0分,"林京来,王昌娥,何秋萍,何思融"
悄然走进你的世界,6.0分,"盖丽丽,朱泳腾,谢润,源唯杰,隋俊波,左夏初"
白色毒网,8.0分,内详
女人的战争,6.1分,"胡静,潘虹,王新军"
关中女人,7.3分,"王茜华,孙鹏滨,舒耀瑄,涂松岩,李进荣"
金婚风雨情,8.0分,"胡军,周韵,李立群,王思懿"
无处藏身,8.2分,"李易祥,李梦男,赵龙豪,任袁媛,王晴,蒋瑞征,宋照明,魏天堂,王国林,姜贝儿,惠工,董飞扬,单宇庭"
城里城外,7.8分,"任程伟,林永健,侯继林,郑铮,蔡雯艳,柏寒"
上海秘密战,8.0分,"张康尔,丁嘉元,向梅,王志飞,曹艳艳"
英雄无名,7.7分,"唐国强,刘劲,壮丽"
现场铁证,7.8分,"王劲松,张笑君,陈依莎,薛俨"
红粉世家,6.9分,"孙俪,佟大为,杨幂"
谍变1939,5.6分,"许晴,董勇,王佳宁,王晓晨,杨子骅,王建国"
下辈子做你的女人,7.3分,"任程伟,闫妮,朱琳,高放"
我要当空姐,6.0分,"陈楚河,白冰,谷智鑫,姜超,程媛媛,蔡文静"
调皮王妃,5分,"邓琳,苗韵桐,赵菲,高江"
庆余年,7.9分,"张若昀,李沁,陈道明,吴刚,郭麒麟,李小冉,肖战,宋轶,于荣光,王阳,李纯,田雨,刘桦,于小伟"
家有儿女,8.8分,"宋丹丹,高亚麟,张一山,杨紫"
大宋提刑官,9.2分,"何冰,罗海琼,谢兰,王海燕,郭达,沈傲君,范伟,苗圃,杜志国,何政军,午马,严顺开,郭冬临,牛犇,凌峰,洪剑涛,雷恪生,艾丽娅,赵亮,岳丽娜,周舟"
士兵突击,9.3分,"陈思诚,王宝强,张译,李晨,段奕宏,邢佳栋,范雷,罗京民,王大治,高峰,张国强,李博,刘天佐,李泓良,李京,陈文波,李胜荣,曹克难,"
陈情令,7.9分,"肖战,王一博,孟子义"
后宫·甄嬛传,9.1分,"孙俪,陈建斌,蔡少芬,李东学"
亮剑,9.3分,"李幼斌,何政军,张光北,童蕾,孙俪,战卫华,陆彭,张桐,由力,王全有,张笑君,梁林琳,杨联春,车晓彤,陈艺戈,江水,宗利群,张伟,陈旺林,袁满,张国荣,董祁明,王炎冰,蔡小龙,徐雷智,田勇,郭苏星,田春山,荣钦,柴孛志,赵中华,李江,张建祥,孟耿成,陈增祺,寒丰,袁乃旗,韩建平,常玉平,那志东"
人民的名义,8.3分,"陆毅,柯蓝,张丰毅,吴刚"
武林外传,9.5分,"闫妮,姚晨,沙溢,喻恩泰,姜超,倪虹洁,王莎莎,范明,肖剑,于娟,张歆艺,张青,吴明鸿,张少华,霍曼迪,黄小蕾,徐贤海,梁振亚,刘亚津,郑美林,王磊,俞白眉,王庆,刘向东,全权,刘旭,张跃,甄麦娟,刘敏,蒋卉,唐静,娄茗,沈怀玲,杨树泉,曾惠,王彦波,王修浩,裴庆臣,胡宁芳,洪剑涛,田玲,宁财神,程娇娥,王超,许可,唐浚,王向明,陈铮,吴京安,安佰平,李业勇,柳长海,邓峰,齐俊生,帅华生,郭振营,马爱国,马怀平,毛孩,周炜,林永健,朱龙广,张滨,赵金鼎,王红波,刘惠,商子见,张茜,李明辉,许翔宇,李景琛,"
琅琊榜,9.3分,"胡歌,刘涛,王凯,陈龙,黄维德,靳东,高鑫,张棪琰,张龄心,王鸥,周奇奇,吴磊,张晓谦,郑毓芝,丁勇岱,王劲松,刘奕君,刘敏涛,程枫,郭晓然,匡牧野,陈丽娜,宁文彤,杨雨婷,谭希和,方晓莉,张哲瀚,钟卫华,张雨剑,乔欣,王永泉,魏伟,王宏,赵一龙,卢杉,刘冠霖"
冰糖炖雪梨,7.0分,"张新成,吴倩"
急诊室故事,7.7分,"王茜,刘钧,王挺,张正阳"
恰同学少年,8.8分,"谷智鑫,钱枫,高梓淇,练练,赵冉,钱芳,孙坚,徐亮"
我是特种兵之利刃出鞘,6.7分,"吴京,徐佳,侯梦莎,侯勇"
徽州女人,6.0分,"归亚蕾,茹萍,高峰,王维维,曹艳艳"
梦回青河,8.2分,"刘雪华,何琳,李子雄,杜雨露,苗圃,李琳,王伯昭,杨紫茳,柯奂如,吴素琴,张世会,谭凯,李歇,王虎城,夏力薪,王海地"
买房夫妻,6.3分,"陶虹,王千源,邵汶,席与立"
锁定目标,7.0分,"常铖,曲双双"
梨花泪,8.0分,"孙宁,王思懿,寇振海"
我的燃情岁月,6.0分,"林园,杨雪,蒋欣,徐露"
风雨桃花镇,8.0分,"方力申,邓丽欣,杜淳"
看不见的背后,8.0分,"田小洁,刘敏,李燕生,王彩平"
侦察记,6分,"尤勇,王新,王乙竹,高明"
老爸的筒子楼,7.5分,"许亚军,刘威葳,李崇霄,李佳璇"
请你原谅我,8.7分,"吴秀波,海清,董洁,吴越"
追剿,8.0分,"姚安濂,郭晓峰,郭东文,刘冠翔,时代美,牛宝军,孙荣,周子茵"
双枪李向阳之再战松井,6.4分,"张嘉译,赵龙豪,田小洁,丁洋"
盖世英雄方世玉,3.5分,"释小龙,元秋,许明虎,申军谊,黄圣依,于震,过齐鸣"
锁定美军特使,6.3分,"穆雷克,杨蓉,姜浩严,邱云鹤,宁宁,徐洪浩"
暗红1936,7.6分,"王学兵,刘佩琦,余皑磊,车永莉"
流浪之月,6.0分,"广濑铃,松坂桃李,横滨流星,多部未华子,趣里,三浦贵大,内田也哉子,柄本明,白鸟玉季,増田光桜"
山河锦绣,8.0分,王雷 / 颜丙燕 / 李乃文 / 胡明 / 姜冠南 / 苏青 / 张嘉益 / 丁勇岱 / 马少骅 / 张志坚
寒武纪,6.0分,"周雨彤,侯明昊,贺军翔,秦汉,符龙飞,尹馨,赵震宇,夏若妍,孙夕尧"
乱世新娘,8.0分,"朱铁,湛雅书,桑叶红,宋雨霏"
抗倭英雄戚继光,6.7分,"朱晓渔,李立群,于荣光,颜丹晨,吕一,何冰,邵峰,倪大红"
情暖万家,8.0分,"杨立山,陈筱诺,刘小宁,曹力"
少林问道,8.4分,"周一围,郭京飞,郭晓婷,是安,张志坚,冯嘉怡,周野芒,赵帅"
龙飞相公,6.5分,"谢元真,关礼杰,孙耀威,吴辰君,午马,陈彦妃"
外姓兄弟,6.0分,"安泽豪,范明,王雅捷,于洋,倪大红,于月仙,陶慧敏,郝泽嘉,雷恪生"
一家不说两家话,7.0分,"侯勇,岳红,王艺禅,丹琳,王泽霖,霍政谚"
庆余年,7.9分,"张若昀,李沁,陈道明,吴刚,郭麒麟,李小冉,肖战,宋轶,于荣光,王阳,李纯,田雨,刘桦,于小伟"
家有儿女,8.8分,"宋丹丹,高亚麟,张一山,杨紫"
大宋提刑官,9.2分,"何冰,罗海琼,谢兰,王海燕,郭达,沈傲君,范伟,苗圃,杜志国,何政军,午马,严顺开,郭冬临,牛犇,凌峰,洪剑涛,雷恪生,艾丽娅,赵亮,岳丽娜,周舟"
士兵突击,9.3分,"陈思诚,王宝强,张译,李晨,段奕宏,邢佳栋,范雷,罗京民,王大治,高峰,张国强,李博,刘天佐,李泓良,李京,陈文波,李胜荣,曹克难,"
陈情令,7.9分,"肖战,王一博,孟子义"
后宫·甄嬛传,9.1分,"孙俪,陈建斌,蔡少芬,李东学"
亮剑,9.3分,"李幼斌,何政军,张光北,童蕾,孙俪,战卫华,陆彭,张桐,由力,王全有,张笑君,梁林琳,杨联春,车晓彤,陈艺戈,江水,宗利群,张伟,陈旺林,袁满,张国荣,董祁明,王炎冰,蔡小龙,徐雷智,田勇,郭苏星,田春山,荣钦,柴孛志,赵中华,李江,张建祥,孟耿成,陈增祺,寒丰,袁乃旗,韩建平,常玉平,那志东"
人民的名义,8.3分,"陆毅,柯蓝,张丰毅,吴刚"
