title,rating,stars
人民的名义,8.3分,"陆毅,柯蓝,张丰毅,吴刚"
武林外传,9.5分,"闫妮,姚晨,沙溢,喻恩泰,姜超,倪虹洁,王莎莎,范明,肖剑,于娟,张歆艺,张青,吴明鸿,张少华,霍曼迪,黄小蕾,徐贤海,梁振亚,刘亚津,郑美林,王磊,俞白眉,王庆,刘向东,全权,刘旭,张跃,甄麦娟,刘敏,蒋卉,唐静,娄茗,沈怀玲,杨树泉,曾惠,王彦波,王修浩,裴庆臣,胡宁芳,洪剑涛,田玲,宁财神,程娇娥,王超,许可,唐浚,王向明,陈铮,吴京安,安佰平,李业勇,柳长海,邓峰,齐俊生,帅华生,郭振营,马爱国,马怀平,毛孩,周炜,林永健,朱龙广,张滨,赵金鼎,王红波,刘惠,商子见,张茜,李明辉,许翔宇,李景琛,"
琅琊榜,9.3分,"胡歌,刘涛,王凯,陈龙,黄维德,靳东,高鑫,张棪琰,张龄心,王鸥,周奇奇,吴磊,张晓谦,郑毓芝,丁勇岱,王劲松,刘奕君,刘敏涛,程枫,郭晓然,匡牧野,陈丽娜,宁文彤,杨雨婷,谭希和,方晓莉,张哲瀚,钟卫华,张雨剑,乔欣,王永泉,魏伟,王宏,赵一龙,卢杉,刘冠霖"
公子，我娶定你了,8.0分,"向涵之,邱士纶,柏程俊,潘彦妃,文江,黄飞,曾一竣,陈樱丹"
高科技少女喵,5.8分,"张本煜,肖菁菁,白客,刘循子墨,小爱,柯达,孔连顺"
公子倾城,8.0分,"卜冠今,王星越,聂子皓,刘一曈,战宇,张雪菡,李九霖"
谷文昌,7.0分,"刘佩琦,雷恪生,奚美娟,韩童生,薛山,刘威"
功夫婆媳,4.3分,"张佳宁,李宗翰,张凯丽,闫学晶,董玥,金泽灏,杨舒,许文广,李吴瑧,马天宇,岳跃利,李菁菁"
鼓楼外,7.0分,"于震,边潇潇,辛月,高明,杜源,赵秦,海一天,张英"
骨语2,8.5分,"张龄心,高仁,蔡宜达"
光芒,7.0分,"张新成,蔡文静,张志坚,古子成,王自健,梁洁,王一楠,冯雷,毛毅,任彬,安戈,厉娜,张晞临,于翔,张雪菡"
光阴里的故事,7.0分,"林允,高至霆,葛铮,贺鹏,刘瑜峰,李洪涛,王海燕,鲍大志,侯岩松"
归去来,5.4分,"唐嫣,罗晋,许龄月,于济玮,王天辰,马程程,曲栅栅,高丽雯,张晞临,史可,施京明,张凯丽,王姬,王志文"
鬼吹灯之精绝古城,8分,"靳东,陈乔恩,赵达,岳旸,王永泉,杨新鸣,冯晖,金泽灏,付美,匡牧野,张晓谦,张艺上,吴昊宸,邵伟桐,王宏,魏伟,王双宝,邢宇飞,铁政,孙明明,朱梦瑶"
云南虫谷,8.0分,"潘粤明,张雨绮,姜超"
法网追凶第三季,6.0分,"马境,王梓权,王劲松,王晓"
法网追凶第二季,6.0分,"马境,王梓权,王劲松,王晓,陈颢文,魏中凯,李柏谊,侯天来"
法医秦明之无声的证词,8.0分,"张雨剑,周雨彤,袁昊,肖燃,赵芮玉,李舒桐,王余阳,王海地,应昊茗,李艺彤,张雅卓"
翻红吧！硬核少女,7.0分,王美琪
反转时空爱上你,7.0分,"丁炎,杨乐,吕晴,冼峻生"
贩卖法术的杂货铺,6.0分,"吴迪飞,赵晴,王嘉萌,李佳成,明鹏,妙静鸥,王雅淇"
飞虎之潜行极战(国),8.0分,"苗侨伟,黄宗泽,吴卓羲,张兆辉,王敏德,吴岱融,王敏奕,梁竞徽,黄子恒,陈山聪,伍咏薇,龚慈恩,刘美娟,黄智雯,陈凯琳,高海宁,郑雪儿,何珮瑜,吴思佳"
非常Y星人,6.0分,"徐立,强川,曹瑞,袁昊"
非处方青春,8.0分,"宋楠惜,马浩东,袁雨萱,刘哲珲"
非你不可,8.0分,"陈坤,林心如,杨雪,李晨,丁志城,金莉莉,任重,林栋甫,林继东,赵寰宇,颜丙燕"
非黑即白,7.3分,"张层层,利晴天,孙嘉琪,薛卉葳,张冠森"
分手大师,6.0分,"赵曼竹,栾元晖,张悦驰,梁超,许可嘉"
奋勇向前,7.0分,"叶静,缪婷茹,任东霖,黄俊鹏,杜源,王姬,谢园,徐少强"
风暴舞,7.0分,"陈伟霆,古力娜扎,郭家豪,宋妍霏,董岩磊,秦鸣悦,赵茜,任达华,蒋雯丽,巫刚,王姬,郭广平,陈楚翰,王志飞,王同辉,高丽雯,张淞,季东燃,张博之"
风再起时,5.8分,"陆毅,袁泉,朱雨辰,徐洪浩,王维维,韩童生,丁勇岱"
超神学院,7.0分,"盖伦,赵信,嘉文"
疯狂渔具店,8.0分,"任笑霏,熊月良,刘釴白,田梦,李许军,徐丽丽"
烽烟尽处,7.0分,"张翰,焦俊艳,雅玫"
庆余年,7.9分,"张若昀,李沁,陈道明,吴刚,郭麒麟,李小冉,肖战,宋轶,于荣光,王阳,李纯,田雨,刘桦,于小伟"
家有儿女,8.8分,"宋丹丹,高亚麟,张一山,杨紫"
大宋提刑官,9.2分,"何冰,罗海琼,谢兰,王海燕,郭达,沈傲君,范伟,苗圃,杜志国,何政军,午马,严顺开,郭冬临,牛犇,凌峰,洪剑涛,雷恪生,艾丽娅,赵亮,岳丽娜,周舟"
士兵突击,9.3分,"陈思诚,王宝强,张译,李晨,段奕宏,邢佳栋,范雷,罗京民,王大治,高峰,张国强,李博,刘天佐,李泓良,李京,陈文波,李胜荣,曹克难,"
后宫·甄嬛传,9.1分,"孙俪,陈建斌,蔡少芬,李东学"
陈情令,7.9分,"肖战,王一博,孟子义"
亮剑,9.3分,"李幼斌,何政军,张光北,童蕾,孙俪,战卫华,陆彭,张桐,由力,王全有,张笑君,梁林琳,杨联春,车晓彤,陈艺戈,江水,宗利群,张伟,陈旺林,袁满,张国荣,董祁明,王炎冰,蔡小龙,徐雷智,田勇,郭苏星,田春山,荣钦,柴孛志,赵中华,李江,张建祥,孟耿成,陈增祺,寒丰,袁乃旗,韩建平,常玉平,那志东"
人民的名义,8.3分,"陆毅,柯蓝,张丰毅,吴刚"
武林外传,9.5分,"闫妮,姚晨,沙溢,喻恩泰,姜超,倪虹洁,王莎莎,范明,肖剑,于娟,张歆艺,张青,吴明鸿,张少华,霍曼迪,黄小蕾,徐贤海,梁振亚,刘亚津,郑美林,王磊,俞白眉,王庆,刘向东,全权,刘旭,张跃,甄麦娟,刘敏,蒋卉,唐静,娄茗,沈怀玲,杨树泉,曾惠,王彦波,王修浩,裴庆臣,胡宁芳,洪剑涛,田玲,宁财神,程娇娥,王超,许可,唐浚,王向明,陈铮,吴京安,安佰平,李业勇,柳长海,邓峰,齐俊生,帅华生,郭振营,马爱国,马怀平,毛孩,周炜,林永健,朱龙广,张滨,赵金鼎,王红波,刘惠,商子见,张茜,李明辉,许翔宇,李景琛,"
琅琊榜,9.3分,"胡歌,刘涛,王凯,陈龙,黄维德,靳东,高鑫,张棪琰,张龄心,王鸥,周奇奇,吴磊,张晓谦,郑毓芝,丁勇岱,王劲松,刘奕君,刘敏涛,程枫,郭晓然,匡牧野,陈丽娜,宁文彤,杨雨婷,谭希和,方晓莉,张哲瀚,钟卫华,张雨剑,乔欣,王永泉,魏伟,王宏,赵一龙,卢杉,刘冠霖"
逢君正当时,6.0分,"朱丽岚,黄天崎,孔奇力"
庭外,6.0分,夏雨 / 罗晋 / 张龄心 / 郭广平 / 国歌 / 栾元晖 / 鞠帛展 / 万茜 / 练练
民间怪谈录,7.0分, 彭禺厶 陈泇文 王青 白志迪 于欣禾
电竞纪元,8.0分,"施柏宇,阿利亚,李嘉灏,刘海宽,易易紫,任彬,强宇,李沐宸"
踮起脚尖吻到爱,3.6分,"金桢勋,姚笛,艾如,巫迪文"
刁蛮公主逍遥王,8.0分,"天心,邵峰,午马,李丁,王冰,刘佩琦"
调香师第一季,6.0分,"小爱,陈烨林,葛布,胡洁琼"
调香师第二季,7.0分,"小爱,陈烨林,葛布"
东北风云,7.0分,"宋晓峰,贾冰,于洋,蒋诗萌,方向,大兵,伊博,崔笛,赵博,赵雪,杨博,吴明轩,陈嘉男,苏连生,李雪,颜铮,王卓,大辉,小欧,心悦"
东边日出西边雨,7.9分,"志文,许晴,伍宇娟,李诚儒,刘威,"
东方战场,7.4分,"黄海冰,袁咏仪,俞飞鸿,叶璇,侯祥玲,马晓伟,郭常辉,张亚坤,杜若溪,丁海峰,刘冬,李沁谣,张鲁一,罗嘉良,兰道尔·洛威,刘璇,宋天湙,张晓晨"
东风破,3.8分,"张笑君,小张铎,牛丽燕,刘小锋,梦楠,冯茗惊,张光北"
东周列国·战国篇,8分,"曹培昌,樊志起,杨童舒,温海波,温海涛,高兰村,李洪涛,杜志国,蒋恺,李振平"
都是一家人,6.0分,"林永健,杨童舒,侯勇,郭达,梅丽古丽·艾买提,周惠林,尼加提·吐尔逊,韩与诺,战卫华,王之一,石文中,迪丽达尔·热夏提,张蓓蓓"
都是因为你,8.0分,"王寿佺,邢馨予,周历杰,战宇"
断奶,6.0分,"佟丽娅,雷佳音,罗晋,林源,张小磊,王诗槐,郭凯敏,马歌,朱琳,杨昆"
读心探案,6.0分,"刘晓晔,刘涛,孙浩洋,方涛,霍蓉,苏濛濛"
对你的爱很美,7.0分,"张嘉益,沙溢,刘敏涛,孙浩,宋丹丹,王紫璇,宣言,陈美伊,姜冠南,代文雯"
对手,7.0分,"郭京飞,谭卓,颜丙燕,宁理,王天辰,刘帅良"
恶魔少爷别吻我第二季,7.0分,"李宏毅,邢菲,符龙飞,郄路通,柏程俊,李郁瞳"
鳄鱼与牙签鸟,4.5分,"张天爱,陈柏霖,吴昊宸,黄一琳,周陆啦,许芳铱,代云帆,罗予彤,刘凯"
而你刚好发光,8.0分,"龚俊,王子璇,周澄奥,马瑞,刘剑羽,陈梦希,郭佳伊,陈鹏万里,钟文斌,杨子龙,张博之,彭必瑶"
二龙湖爱情故事2020,6.6分,"张浩,徐子涵,顾靖,吴尔渥"
二次觉醒,6.0分,"陈柏融,徐申东,柯言Yan,Ke"
二龙湖爱情故事,7.8分,"张浩,徐子涵,张厦,马靓,范四"
当铺,7.1分,"丁海峰,倪大红,王丽坤,李欣凌"
当天真遇见爱情,6.0分,"魏千翔,吴施乐,朱嘉琦,种丹妮,荣梓希,李金阳,麻骏,马丽,楚镇,赵达"
当我们在一起,6.0分,"狄龙,陈沁霖,吴天瑜,陈智深,谭俊彦,邓壹龄,梁拯康"
地下地上之大陆小岛,5.9分,"胡军,柯蓝,冯恩鹤,陈锐"
刀尖,8.0分,"徐佳,斓曦,孙征宇"
庆余年,7.9分,"张若昀,李沁,陈道明,吴刚,郭麒麟,李小冉,肖战,宋轶,于荣光,王阳,李纯,田雨,刘桦,于小伟"
家有儿女,8.8分,"宋丹丹,高亚麟,张一山,杨紫"
大宋提刑官,9.2分,"何冰,罗海琼,谢兰,王海燕,郭达,沈傲君,范伟,苗圃,杜志国,何政军,午马,严顺开,郭冬临,牛犇,凌峰,洪剑涛,雷恪生,艾丽娅,赵亮,岳丽娜,周舟"
士兵突击,9.3分,"陈思诚,王宝强,张译,李晨,段奕宏,邢佳栋,范雷,罗京民,王大治,高峰,张国强,李博,刘天佐,李泓良,李京,陈文波,李胜荣,曹克难,"
后宫·甄嬛传,9.1分,"孙俪,陈建斌,蔡少芬,李东学"
陈情令,7.9分,"肖战,王一博,孟子义"
亮剑,9.3分,"李幼斌,何政军,张光北,童蕾,孙俪,战卫华,陆彭,张桐,由力,王全有,张笑君,梁林琳,杨联春,车晓彤,陈艺戈,江水,宗利群,张伟,陈旺林,袁满,张国荣,董祁明,王炎冰,蔡小龙,徐雷智,田勇,郭苏星,田春山,荣钦,柴孛志,赵中华,李江,张建祥,孟耿成,陈增祺,寒丰,袁乃旗,韩建平,常玉平,那志东"
人民的名义,8.3分,"陆毅,柯蓝,张丰毅,吴刚"
武林外传,9.5分,"闫妮,姚晨,沙溢,喻恩泰,姜超,倪虹洁,王莎莎,范明,肖剑,于娟,张歆艺,张青,吴明鸿,张少华,霍曼迪,黄小蕾,徐贤海,梁振亚,刘亚津,郑美林,王磊,俞白眉,王庆,刘向东,全权,刘旭,张跃,甄麦娟,刘敏,蒋卉,唐静,娄茗,沈怀玲,杨树泉,曾惠,王彦波,王修浩,裴庆臣,胡宁芳,洪剑涛,田玲,宁财神,程娇娥,王超,许可,唐浚,王向明,陈铮,吴京安,安佰平,李业勇,柳长海,邓峰,齐俊生,帅华生,郭振营,马爱国,马怀平,毛孩,周炜,林永健,朱龙广,张滨,赵金鼎,王红波,刘惠,商子见,张茜,李明辉,许翔宇,李景琛,"
琅琊榜,9.3分,"胡歌,刘涛,王凯,陈龙,黄维德,靳东,高鑫,张棪琰,张龄心,王鸥,周奇奇,吴磊,张晓谦,郑毓芝,丁勇岱,王劲松,刘奕君,刘敏涛,程枫,郭晓然,匡牧野,陈丽娜,宁文彤,杨雨婷,谭希和,方晓莉,张哲瀚,钟卫华,张雨剑,乔欣,王永泉,魏伟,王宏,赵一龙,卢杉,刘冠霖"
等到烟暖雨收2,6.0分,"何蓝逗,冯荔军,刘泽庭,章煜奇,余籽璇,姚书豪,吴恒,丁翔南,卫延侃,郑拓疆,桑娜,戴安娜"
地下交通站,8.0分,"吴樾,鲍大志,刘金山,英壮,赵卫东,贾康熙,熊伟,高亮,颜冠英,赵铁人"
等等啊我的青春,7分,"赵弈钦,李歌洋,魏天浩,许梦圆,董岩磊"
第四审讯室,6.0分,"杨舒枫,朱富润"
第一声枪响,8.0分,"朱泳腾,王新军,田野（女）,张慧,张鹰,白海涛,李炳宜"
等锅开,8.0分,"傅首尔,牛泽萌,郭士琛"
第十二秒,6.0分,"万茜,任重,赵毅,石兆琪,张秋歌,屈菁菁,巫迪文,郭冬冬,李卓阳,卫莱,窦若兮"
东北夜市英雄传,8.0分,"刘帅良,娄艺潇,程野,凯丽"
从分手开始恋爱,7.0分,于航 李姝怡
刺客学苑,7.0分,"许清雅,常斌,马小钦,段星羽,刘增宇"
错有持花梦,7.0分,"童继民,李沫"
错落的音符,6.0分,"闻典,杨青竹,刘晓彤,陈硕"
大饼卷一切,7.0分,"王培根,王九胜,陶思源,谢宁"
大刀记,4.6分,"谷智鑫,冯海煜,迟蓬,魏震"
大妈的世界,7.0分,",李玲玉,穆丽燕,维维啊"
大明湖畔有人家,6.0分,内详
大南迁,7.0分,"俞飞鸿,邹兆龙,梁家仁,汤镇业,贺刚,王小虎,韩烨"
大神猴,6.0分,"谢苗,南笙,林禹,金雅娜,白梓轩"
大时代,7.7分,"段奕宏,薛佳凝,蒋勤勤,高虎,孙海英,王澜,柏寒,张檬,曲高位"
大世界,6.0分,"乔振宇,李曼,吕良伟,郑晓宁,岳跃利,王冠"
大唐情史,8分,内详
大学宿舍生活,7.0分,"王水林,李嘉鑫,黄文滨,郝明奇,周雨辰,历蔺菲,刘向京,李菁菁"
大周小冰人,6.0分,"曾梦雪,戴景耀,黄甫桀,屠画,向昊,史卿妍,柏智杰,张煜枫"
代号·山豹,6.0分,邢佳栋、屈玥、杨念生、钱波、薛皓文、高冬平、于小磊、曾淇
蛋黄人,6.8分,"林柏宏,虞朗,于翔,高至霆,陈碧舸,万国鹏,范立美"
当爱情遇上科学家,7.0分,"刘以豪,周雨彤,戴景耀,曹曦月,张珂,傅韵哲,王钧浩,李霖霏"
当家主母,7.0分,张楠
当婆婆遇上妈之欢喜冤家,5分,"曹曦文,郭晓东,潘虹,戴春荣,陈彦妃,郑奇,詹小楠,沙景昌,韩青"
大约是爱2,8.0分,"彦希,许晓诺,蔡乙嘉,杨欣颖,胡文喆,李心博"
大仙衙门,7.4分,"吴倩,王传君,陈奕,叶梓棠,李欣聪"
庆余年,7.9分,"张若昀,李沁,陈道明,吴刚,郭麒麟,李小冉,肖战,宋轶,于荣光,王阳,李纯,田雨,刘桦,于小伟"
家有儿女,8.8分,"宋丹丹,高亚麟,张一山,杨紫"
大宋提刑官,9.2分,"何冰,罗海琼,谢兰,王海燕,郭达,沈傲君,范伟,苗圃,杜志国,何政军,午马,严顺开,郭冬临,牛犇,凌峰,洪剑涛,雷恪生,艾丽娅,赵亮,岳丽娜,周舟"
士兵突击,9.3分,"陈思诚,王宝强,张译,李晨,段奕宏,邢佳栋,范雷,罗京民,王大治,高峰,张国强,李博,刘天佐,李泓良,李京,陈文波,李胜荣,曹克难,"
后宫·甄嬛传,9.1分,"孙俪,陈建斌,蔡少芬,李东学"
陈情令,7.9分,"肖战,王一博,孟子义"
亮剑,9.3分,"李幼斌,何政军,张光北,童蕾,孙俪,战卫华,陆彭,张桐,由力,王全有,张笑君,梁林琳,杨联春,车晓彤,陈艺戈,江水,宗利群,张伟,陈旺林,袁满,张国荣,董祁明,王炎冰,蔡小龙,徐雷智,田勇,郭苏星,田春山,荣钦,柴孛志,赵中华,李江,张建祥,孟耿成,陈增祺,寒丰,袁乃旗,韩建平,常玉平,那志东"
人民的名义,8.3分,"陆毅,柯蓝,张丰毅,吴刚"
武林外传,9.5分,"闫妮,姚晨,沙溢,喻恩泰,姜超,倪虹洁,王莎莎,范明,肖剑,于娟,张歆艺,张青,吴明鸿,张少华,霍曼迪,黄小蕾,徐贤海,梁振亚,刘亚津,郑美林,王磊,俞白眉,王庆,刘向东,全权,刘旭,张跃,甄麦娟,刘敏,蒋卉,唐静,娄茗,沈怀玲,杨树泉,曾惠,王彦波,王修浩,裴庆臣,胡宁芳,洪剑涛,田玲,宁财神,程娇娥,王超,许可,唐浚,王向明,陈铮,吴京安,安佰平,李业勇,柳长海,邓峰,齐俊生,帅华生,郭振营,马爱国,马怀平,毛孩,周炜,林永健,朱龙广,张滨,赵金鼎,王红波,刘惠,商子见,张茜,李明辉,许翔宇,李景琛,"
琅琊榜,9.3分,"胡歌,刘涛,王凯,陈龙,黄维德,靳东,高鑫,张棪琰,张龄心,王鸥,周奇奇,吴磊,张晓谦,郑毓芝,丁勇岱,王劲松,刘奕君,刘敏涛,程枫,郭晓然,匡牧野,陈丽娜,宁文彤,杨雨婷,谭希和,方晓莉,张哲瀚,钟卫华,张雨剑,乔欣,王永泉,魏伟,王宏,赵一龙,卢杉,刘冠霖"
大侠黄飞鸿,5.8分,"柯达,刘循子墨,孔连顺,张本煜,王初伊"
搭错车,7.5分,"马少骅,关晓彤,牛骏峰,张建新,赵亮,陈创,郑佳欣,李晓红,刘琳,李崇霄,苇青,李锦飞,宋元甫,唐昕,陆妍淇,孙晨熙,刘向卿,崔良麒,张浩庭,吴宇昂,洪卫,白志迪,郑强,付鑫伟,陈其聪,朱春燕,郭思彤,童冠翔,张良斌,郑友国,吴佟,姚亦姚,许占伟,胡晨曦,戴秀红,苗杰,王子优,袁帅,赵君,董春光,杨永文,刘兆雨,曹释亓,王孟志,许明秀,柯贤根,张义生,张尧,郭惠政,徐若飞,廖松梅,谢金枝,韩宁,李军,潘伟,翟桓槿,李婉莹,刘世杰,冀书亥"
大决战,8.2分,"唐国强,王劲松,刘涛"
大染坊,9.1分,"侯勇,罗钢,萨日娜,刘奕君,王思懿,孙俪,何伟,张秋歌"
趁我们还年轻2019,7.0分,"张云龙,乔欣,刘芮麟,黄梦莹,代斯,姚奕辰"
乘龙怪婿第一季,8.0分,"张颂文,罗曼君,刘云明,陈祥生,张鹏,蒙伟明,谭靖雯,梁传斌,陈萧蓬,钟弦,廖伟能,吴家辉"
吃货皇后,7.0分,梁缘 王景灏 高秋梓 张博源 吴瀚 曲梦婷
程序员那么可爱,7.0分,"邢昭林,祝绪丹,易大千,田依桐,关芯,骏声,盛朗熙"
吃货拯救世界,8.0分,"袁百梓卉,王蕴凡,朱云龙,陈嘉敏,段其宏"
初恋了那么多年,8.0分,"王以纶,万鹏,吴汉坤,郑舒环"
穿越时空的爱恋,7.8分,"张庭,徐峥,万弘杰,刘莉莉,孙宝光,史可,李倩,杨俊毅,胡伶,侯煜,高勇,张亚坤,尹铭,张志超,高琎,宋来运,卢东来,田重,张峰,尚言生,朝晖,曹振宇,吴浇浇,项国权"
传奇酒馆,8.0分,"贾征宇,王佳宇,王泷正,蔡文静"
闯关东前传,6.3分,"于小伟,赵毅,闫学晶,萨日娜"
炊事班的故事2,8.8分,"洪剑涛,周小斌,毛孩,范明,姜超,沙溢"
春光灿烂猪九妹,5.1分,"陈乔恩,乔任梁,邓莎,徐海乔"
炊事班的故事3,8.7分,"周小斌,毛孩,姜超,王超,姚晨,王磊,沙溢,洪剑涛"
春来枕星河,6.0分,"罗正,黄日莹"
春天里的人们,8.0分,"凌潇肃,李晓峰,应雨宸"
刺,6.0分,"苏青,李感,施诗,包文婧,庄茱淩,杨万里,杜维瀚,袁弘,范明,高亚麟,孔维,宫哲,涂凌,范一宣,王小伟"
陛下在左，将军在右,8.0分,"王轩,金佳遇,金子璇,陈田心,林楷杰"
不得不爱2,7.0分,"潘玮柏,徐璐,黄柏钧,张峻宁,张轩睿,毛晓彤,恬妞,徐琦凯"
不能说的秘密,8.0分,"马国芯,凌宗英,彭梓洋"
不思异：录像,7.0分,"邢昀,孙一明,孙嘉俊,李槿,吴彦琦,王辰昊,刘巴特尔,季丹妮,越娜,张帆"
不思异：电台,7.3分,"孙嘉俊,赵阵雨,李菁,吴彦琦,余燕,江宇宸,曾希瑭,郭一扬,金九熹,王辰昊,刘超,季丹妮,刘巴特尔,卡戴三,贺西龙,李京,蒋涛,姚远,裘姝琦,朱夏,郭丹丹,赵浩森,欧丁丁"
布袋和尚新传,7.0分,"欧阳震华,徐锦江,姜潮"
才不要和老板谈恋爱,8.0分,"黄子韬,宋祖儿,金泽,钟丽丽,李百惠,颜安"
布局,6.0分,"刘述,张经纬,花昆,张羽,刘亭作,陈保元,吴宥萱,边熙蕾,齐乐,曾江,卢惠光,石修,王俊棠,徐忠信,沈威,千叶真一,崔心心"
常回家看看,8.1分,"侯天来,李勤勤,赵毅,祝士彬,管乐,史可,沈羽倩,马书良"
超密,6.0分,"杨竣羽,李雪(演员）,杨森,姚宇,王永强,崔尔康,王奕然,安柏伊,张浩"
超能觉醒,8.0分,丹阳
庆余年,7.9分,"张若昀,李沁,陈道明,吴刚,郭麒麟,李小冉,肖战,宋轶,于荣光,王阳,李纯,田雨,刘桦,于小伟"
家有儿女,8.8分,"宋丹丹,高亚麟,张一山,杨紫"
大宋提刑官,9.2分,"何冰,罗海琼,谢兰,王海燕,郭达,沈傲君,范伟,苗圃,杜志国,何政军,午马,严顺开,郭冬临,牛犇,凌峰,洪剑涛,雷恪生,艾丽娅,赵亮,岳丽娜,周舟"
士兵突击,9.3分,"陈思诚,王宝强,张译,李晨,段奕宏,邢佳栋,范雷,罗京民,王大治,高峰,张国强,李博,刘天佐,李泓良,李京,陈文波,李胜荣,曹克难,"
后宫·甄嬛传,9.1分,"孙俪,陈建斌,蔡少芬,李东学"
陈情令,7.9分,"肖战,王一博,孟子义"
亮剑,9.3分,"李幼斌,何政军,张光北,童蕾,孙俪,战卫华,陆彭,张桐,由力,王全有,张笑君,梁林琳,杨联春,车晓彤,陈艺戈,江水,宗利群,张伟,陈旺林,袁满,张国荣,董祁明,王炎冰,蔡小龙,徐雷智,田勇,郭苏星,田春山,荣钦,柴孛志,赵中华,李江,张建祥,孟耿成,陈增祺,寒丰,袁乃旗,韩建平,常玉平,那志东"
人民的名义,8.3分,"陆毅,柯蓝,张丰毅,吴刚"
武林外传,9.5分,"闫妮,姚晨,沙溢,喻恩泰,姜超,倪虹洁,王莎莎,范明,肖剑,于娟,张歆艺,张青,吴明鸿,张少华,霍曼迪,黄小蕾,徐贤海,梁振亚,刘亚津,郑美林,王磊,俞白眉,王庆,刘向东,全权,刘旭,张跃,甄麦娟,刘敏,蒋卉,唐静,娄茗,沈怀玲,杨树泉,曾惠,王彦波,王修浩,裴庆臣,胡宁芳,洪剑涛,田玲,宁财神,程娇娥,王超,许可,唐浚,王向明,陈铮,吴京安,安佰平,李业勇,柳长海,邓峰,齐俊生,帅华生,郭振营,马爱国,马怀平,毛孩,周炜,林永健,朱龙广,张滨,赵金鼎,王红波,刘惠,商子见,张茜,李明辉,许翔宇,李景琛,"
琅琊榜,9.3分,"胡歌,刘涛,王凯,陈龙,黄维德,靳东,高鑫,张棪琰,张龄心,王鸥,周奇奇,吴磊,张晓谦,郑毓芝,丁勇岱,王劲松,刘奕君,刘敏涛,程枫,郭晓然,匡牧野,陈丽娜,宁文彤,杨雨婷,谭希和,方晓莉,张哲瀚,钟卫华,张雨剑,乔欣,王永泉,魏伟,王宏,赵一龙,卢杉,刘冠霖"
超级马丽,8.0分,"漆雕轶柔,李勤勤,那威,英达"
超能写手,8.0分,"蔡紫,张朋,郝劭文,徐志辉,毛泽少,简弘亦,贾海涛"
超能造梦第二季,7.0分,"刘芮麟,郑合惠子,潘霜霜"
超时空恋人,8.0分,"朱丽岚,张猛,陈佑俊,莫龙丹,孙子豪"
超越2022,8.0分,"张嘉益,陶虹,雷佳音,沙溢,张国立,李庚希,胡军,陈美伊,高至霆,朱嘉琦,刘奕铁"
朝内81号,6.0分,"文谦,许敏,银雪,李菁"
沉默的证明,6.0分,"盛英豪,康可人,王双,邓凯,孙嘉琪,孙熹之"
沉睡花园,8.0分,"龚俊,乔欣,经超,孙铱,张铎,周奇奇,王泽轩"
晨阳,6.4分,"杨仕泽,蔡知辰,冯建宇,任宥纶,吕星辰,刘若嫣,小鬼,朱星杰,周彦辰,范奕泽,丛健彰,鞠可儿,张叹"
陈情令,7.9分,"肖战,王一博,孟子义"
报告老板之豪言壮旅,7.0分,"白客,小爱,刘循子墨,张本煜,柯达,孔连顺,胡洁琼,乔若熙"
保卫孙子,6.0分,"潘虹,魏巍,何赛飞,李沁,高洋,刘智扬,王华英,方子春,赵毅维,王茜华"
暴走家丁,6.0分,"陶思源,傅杨杨"
爆笑先森,5.2分,"崔志佳,潘斌龙,肖旭"
被生活扼住了喉咙,8.0分,"梁栋,张天文,杜雯静"
本宫今天不加班,7.0分,"李澳,谢治勋,景研竣,林子琳,吴宣萱,余俪"
毕业歌,6.7分,"李小冉,王耀庆,祖峰,付辛博"
毕有财,6.7分,"林永健,宁静,刘蓓,吕一"
编辑部的故事之万事如意,7.0分,"葛优,吕丽萍,侯耀华,吕齐,张瞳,童正维,万梓良,黄少泉"
编辑部的故事,8.9分,"葛优,张瞳,侯耀华,吕丽萍,吕齐,童正维"
别惹白鸽,8.0分,"王玥兮,郑英辰,巩容尔,蒋昀霖,张皓然,李俊霆"
冰火奇缘,6.0分,"柯有伦,安心亚,王心嫚,利晴天"
冰球少年2022,8.0分,"朱正廷,白澍,徐好,刘瑜峰,侯拂明,赵茜,罗大山,杨业明,林楷杰,宗沐一,谢子晨,彭佳博,于晓光,句号,赵亮,牟凤彬,倪景阳,戴笑盈"
不会恋爱的我们,7.0分,"金晨,王子异,王双,梁大维,彭雅琦,郑妙,何泽远,王峥,陈松伶"
不惑之旅,8.0分,"陈建斌,梅婷,涂松岩,张姝,于明加,迟嘉,刘威葳,吴晓敏,许文广"
不说再见,8.0分,"任嘉伦,张钧甯,寇世勋"
不要和陌生人说话,8分,"冯远征,梅婷,王学兵,董晓燕,曹卫宇,王海平"
遍地书香,7.0分,"来喜,王雅捷,范雷,盛石头,牛犇,廖京生,陈铮,王程"
别想打扰我学习,8.0分,"赖冠霖,李兰迪,白妤霏,陈姝君,赵珞然,王润泽,张琛,赵轩"
北洋残案,6.0分,"汪汐潮,邓郁立,邵帅,郭鹏,于笑,李琦,徐雷智,杜玉明,邵沙利文,李浩轩,宁文彤"
庆余年,7.9分,"张若昀,李沁,陈道明,吴刚,郭麒麟,李小冉,肖战,宋轶,于荣光,王阳,李纯,田雨,刘桦,于小伟"
家有儿女,8.8分,"宋丹丹,高亚麟,张一山,杨紫"
